activity_id,canonical_match_label,canonical_plain_label,discriminating,cluster_id,raw_count,cluster_member_phrases
a828,analyse complex data sets,"analysing complex data sets to identify patterns, needs or insights",Yes,425,8,analyse and model complex data structures | research and analyse complex issues | analyse complex data sets to identify needs | analyse complex issues and provide recommendations | analyse complex issues and identify causes | analyse complex and sensitive issues | analyse complex data sets | process and analyse complex data
a829,analyse complex issues and provide recommendations,researching and analysing complex issues to find causes and recommend solutions,Yes,425,8,analyse and model complex data structures | research and analyse complex issues | analyse complex data sets to identify needs | analyse complex issues and provide recommendations | analyse complex issues and identify causes | analyse complex and sensitive issues | analyse complex data sets | process and analyse complex data
a830,contact and follow up with prospective customers,reach out to potential customers and follow up with them,Yes,357,8,follow up with prospective customers | cold call prospective customers | follow up with customers | design pathways and services for customers | greet and welcome customers | serve food and beverages | mediate between suppliers and customers | serve food and beverages to customers
a832,serve food and beverages,serve food and drinks to customers,Yes,357,8,follow up with prospective customers | cold call prospective customers | follow up with customers | design pathways and services for customers | greet and welcome customers | serve food and beverages | mediate between suppliers and customers | serve food and beverages to customers
a833,design services and pathways for customers,design the services and journeys offered to customers,Yes,357,8,follow up with prospective customers | cold call prospective customers | follow up with customers | design pathways and services for customers | greet and welcome customers | serve food and beverages | mediate between suppliers and customers | serve food and beverages to customers
a834,mediate between suppliers and customers,act as go-between for suppliers and customers,Yes,357,8,follow up with prospective customers | cold call prospective customers | follow up with customers | design pathways and services for customers | greet and welcome customers | serve food and beverages | mediate between suppliers and customers | serve food and beverages to customers
a835,develop solution architecture designs,create solution and network design documents,Yes,417,8,develop solution architecture designs | compare solution options and refine cost estimates | review solution designs for compliance | review solution designs against standards | review and approve solution designs | develop network designs | present solution designs for stakeholder approval | review and assess solution designs
a836,review and approve solution designs,check solution designs against standards and sign them off,Yes,417,8,develop solution architecture designs | compare solution options and refine cost estimates | review solution designs for compliance | review solution designs against standards | review and approve solution designs | develop network designs | present solution designs for stakeholder approval | review and assess solution designs
a837,compare solution options and refine cost estimates,weigh up design alternatives and sharpen cost estimates,Yes,417,8,develop solution architecture designs | compare solution options and refine cost estimates | review solution designs for compliance | review solution designs against standards | review and approve solution designs | develop network designs | present solution designs for stakeholder approval | review and assess solution designs
a838,plan and deliver events,organizing and running events and activities,Yes,317,9,plan and deliver events and activities | plan and deliver system upgrades and migrations | plan and deliver communication campaigns | plan and deliver workplace activities | plan and deliver projects | design and deliver events and activities | deliver major events | plan and deliver events
a839,plan and deliver system upgrades and migrations,planning and carrying out IT system upgrades and migrations,Yes,317,9,plan and deliver events and activities | plan and deliver system upgrades and migrations | plan and deliver communication campaigns | plan and deliver workplace activities | plan and deliver projects | design and deliver events and activities | deliver major events | plan and deliver events
a840,plan and deliver communication campaigns,planning and running communication campaigns,Yes,317,9,plan and deliver events and activities | plan and deliver system upgrades and migrations | plan and deliver communication campaigns | plan and deliver workplace activities | plan and deliver projects | design and deliver events and activities | deliver major events | plan and deliver events
a841,"manage delivery of work to time, cost and quality targets","managing the delivery of campaigns, initiatives or installations so they finish on time, on budget and to the required quality",Yes,142,9,manage campaign delivery to time and budget | manage campaign delivery | coordinate campaign delivery to time and budget | manage campaign delivery to budget and deadlines | manage delivery of initiatives to time and budget | manage installations to time cost quality | manage installations to time cost and quality | manage delivery of initiatives within time cost and quality
a842,develop project management plans and methodologies,"create the plans, methods, and procedures used to run projects",Yes,303,9,develop project management methods | design and document project management procedures | develop project management plans | implement a project management technology solution | develop change and project management models | follow project management methodology | develop and execute project management plans | develop project management methodology
a843,follow project management methodology,run projects according to an established methodology,No,303,9,develop project management methods | design and document project management procedures | develop project management plans | implement a project management technology solution | develop change and project management models | follow project management methodology | develop and execute project management plans | develop project management methodology
a844,implement project management technology solutions,set up software or tools that support project management,Yes,303,9,develop project management methods | design and document project management procedures | develop project management plans | implement a project management technology solution | develop change and project management models | follow project management methodology | develop and execute project management plans | develop project management methodology
a845,"provide advice to inform planning, strategy, and decisions",give expert advice that helps the organisation plan and make decisions,Yes,610,9,provide advice to inform planning and strategy | provide advice to inform improvements | provide advice to inform organisational planning | provide advice to inform business decisions | provide policy advice to inform strategy | provide advice to inform planning and decisions | provide market intelligence to inform strategy | provide advice to inform planning decisions
a846,contribute to wider organisational and project activities,"pitching in on broader team, project, or organisational work beyond your core duties",No,653,9,contribute to wider organisational activities | contribute to planning activities | contribute to data cleansing activities | contribute to project and procurement activities | contribute data and advice to governance activities | contribute to test preparation activities | contribute to project activities
a847,cleanse data,cleaning up and correcting data,Yes,653,9,contribute to wider organisational activities | contribute to planning activities | contribute to data cleansing activities | contribute to project and procurement activities | contribute data and advice to governance activities | contribute to test preparation activities | contribute to project activities
a848,prepare tests,getting tests ready before execution,Yes,653,9,contribute to wider organisational activities | contribute to planning activities | contribute to data cleansing activities | contribute to project and procurement activities | contribute data and advice to governance activities | contribute to test preparation activities | contribute to project activities
a849,assess impacts of change,"identify and assess how proposed changes will affect people, processes, and documentation",Yes,616,9,assess and document change impacts | assess documentation impacts of change initiatives | identify ways to minimise change impacts | identify impacts of change on stakeholders | assess documentation impacts of change | assess impacts of change | identify and manage change impacts
a850,participate in own performance planning and review,taking part in your own performance planning and review process,No,402,22,participate in performance development planning | participate in performance planning and review | participate in performance review and development | participate in performance planning | participate in own performance planning | contribute to own performance development planning | participate in performance and development planning
a851,report insights to stakeholders,sharing findings and insights from analysis with stakeholders or senior staff,Yes,499,7,report insights on sector developments | report insights and recommendations | report insights against business goals | report technology insights for planning | report system usage insights to senior staff | evaluate programs and report insights | report insights to senior stakeholders
a852,identify and report issues and trends,"spot patterns, issues and trends in data and flag them to relevant teams",No,429,8,"identify and report trends and issues | report issues and trends to internal teams | report on data, trends and insights | report on incident metrics and trends | identify and report issues and trends | report on service data and trends | identify and report emerging issues and trends"
a853,design programs,design structured programs to meet a specific need or goal,Yes,628,7,coordinate design of support programs | design and deliver pre-employment programs | design practice improvement programs | design and deliver improvement programs | design support programs for at-risk groups | design curriculum and assessment programs | support design of programs for special needs groups
a854,plan and manage use of resources,"plan and manage the people, budget, facilities, and other resources a program needs",Yes,109,8,plan and monitor use of resources | plan and manage resources and facilities | plan and manage program resources | use stakeholder information to plan resources | improve use of facilities and resources | develop shared resources for sector use | plan resources and manage risks
a855,develop shared resources for sector use,create tools or resources that other organisations in the sector can also use,Yes,109,8,plan and monitor use of resources | plan and manage resources and facilities | plan and manage program resources | use stakeholder information to plan resources | improve use of facilities and resources | develop shared resources for sector use | plan resources and manage risks
a856,develop and maintain information management systems and standards,"set up, run, and maintain the organisation's information management systems, standards, and strategy",Yes,294,7,implement information management projects | prepare information for management and staff | develop information management standards | maintain an information management strategy | advise on information management systems | promote information management controls | administer a management information system
a857,develop risk mitigation strategies,develop strategies to reduce or manage risks,Yes,689,9,develop risk mitigation approaches with stakeholders | develop risk mitigation strategies | develop risk reduction strategies | develop a risk-based assurance program | develop risk mitigation approaches | develop governance and risk strategies | develop and oversee risk mitigation strategies
a858,develop risk-based assurance programs,design assurance programs prioritized by risk,Yes,689,9,develop risk mitigation approaches with stakeholders | develop risk mitigation strategies | develop risk reduction strategies | develop a risk-based assurance program | develop risk mitigation approaches | develop governance and risk strategies | develop and oversee risk mitigation strategies
a859,"prepare teaching spaces, equipment and materials for classes","setting up classrooms, equipment and materials before lessons",No,335,7,prepare and maintain teaching equipment and materials | prepare materials and equipment for sessions | prepare facilities for classes and treatment | prepare teaching spaces and set up equipment | prepare teaching spaces and equipment for classes | prepare facilities and equipment for classes | construct gardens and plant displays
a860,construct gardens and plant displays,building gardens and planting displays,Yes,335,7,prepare and maintain teaching equipment and materials | prepare materials and equipment for sessions | prepare facilities for classes and treatment | prepare teaching spaces and set up equipment | prepare teaching spaces and equipment for classes | prepare facilities and equipment for classes | construct gardens and plant displays
a861,manage complex projects,managing and leading complex projects and deployments,Yes,411,9,manage escalation of complex issues | manage complex projects | manage complex organisational issues | manage delivery of complex projects | lead complex projects | manage setup of complex deployments | lead and manage complex projects
a862,manage escalation of complex issues,handling escalations of complex problems and organisational issues,Yes,411,9,manage escalation of complex issues | manage complex projects | manage complex organisational issues | manage delivery of complex projects | lead complex projects | manage setup of complex deployments | lead and manage complex projects
a863,set and review personal performance goals,agree your own performance goals with your manager and check progress against them,No,424,9,agree performance goals with manager | set and review personal performance goals | set and meet individual performance goals | set and meet performance goals | set performance goals and monitor results | set and review staff performance goals | agree performance goals and review progress
a864,set and review staff performance goals,set performance goals for your team members and review how they're doing,Yes,424,9,agree performance goals with manager | set and review personal performance goals | set and meet individual performance goals | set and meet performance goals | set performance goals and monitor results | set and review staff performance goals | agree performance goals and review progress
a865,develop and maintain standard operating procedures,"write, update, and follow standard operating procedures",Yes,157,7,maintain standard operating procedures | follow standard operating procedures | prepare standard letters and certificates | maintain standard system configurations | develop standard portfolio reports | develop standard operating procedures | prepare standard service reports
a866,prepare standard documents and reports,"produce standard letters, certificates, and recurring reports",No,157,7,maintain standard operating procedures | follow standard operating procedures | prepare standard letters and certificates | maintain standard system configurations | develop standard portfolio reports | develop standard operating procedures | prepare standard service reports
a867,maintain standard system configurations,keep system configurations aligned to standard settings,Yes,157,7,maintain standard operating procedures | follow standard operating procedures | prepare standard letters and certificates | maintain standard system configurations | develop standard portfolio reports | develop standard operating procedures | prepare standard service reports
a868,develop and present proposals for approval,putting together proposals and pitching them to decision-makers for sign-off,Yes,100,7,present proposals to obtain senior approval | develop proposals and submissions | develop tailored proposals and presentations | present ideas and proposals to stakeholders | present proposals to review committees | manage funding and investment proposals | develop proposals from evidence and insights
a869,diagnose and resolve support requests,"troubleshoot and resolve incoming support requests, including complex or escalated ones",Yes,349,11,diagnose and resolve support requests | diagnose and resolve complex support requests | resolve and close support requests | resolve escalated system support requests | resolve complex application support requests | resolve complex user support requests | resolve escalated application support requests
a870,"design and implement organizational processes, policies, and frameworks","create and roll out new processes, policies, or ways of working",Yes,388,7,design and implement system processes and policies | design and implement service initiatives | design and implement recruitment practices | design and implement operational controls | design and implement operational frameworks | design and implement solutions | design and implement system builds
a871,design and implement systems and solutions,build and deliver new systems or solutions,Yes,388,7,design and implement system processes and policies | design and implement service initiatives | design and implement recruitment practices | design and implement operational controls | design and implement operational frameworks | design and implement solutions | design and implement system builds
a872,partner with stakeholders to deliver initiatives,work closely with stakeholders to get initiatives done,Yes,316,7,coordinate learner transitions with partner organisations | partner with stakeholders to address risks | coordinate registrations with partner organisations | partner with business stakeholders | partner with stakeholders | partner with stakeholders to deliver initiatives | partner with stakeholders and subject specialists
a874,process and review requests,"handle incoming requests like procurement, travel, or resource requests, reviewing and processing them through to completion",No,249,7,process transactions and procurement requests | review and process service requests | process and action marketing briefs and requests | process staff transactions and requests | review and finalise travel requests for approval | process purchasing and procurement requests | review and process resource requests
a875,review technical designs and solutions,"reviewing technical designs, code, and solution proposals for quality and fit",Yes,620,7,review code and technical designs | develop technical designs and specifications | review technical designs for data platforms | review technical designs and solutions | create technical designs and specifications | review technical designs and assessments | review technical proposals and quotes
a876,develop technical designs and specifications,creating technical designs and written specifications for systems or products,Yes,620,7,review code and technical designs | develop technical designs and specifications | review technical designs for data platforms | review technical designs and solutions | create technical designs and specifications | review technical designs and assessments | review technical proposals and quotes
a877,evaluate technical proposals and quotes,assessing vendor or contractor proposals and quotes for technical merit,Yes,620,7,review code and technical designs | develop technical designs and specifications | review technical designs for data platforms | review technical designs and solutions | create technical designs and specifications | review technical designs and assessments | review technical proposals and quotes
a878,gather and consolidate data from multiple sources,pulling data together from different sources for review or analysis,Yes,268,10,produce designs across multiple media channels | communicate across multiple channels | provide support across multiple locations | collate and review data from multiple sources | combine data from multiple sources | extract data from multiple sources | provide information across multiple channels
a879,communicate and share content across multiple channels,"getting messages and materials out through several different channels, including designing for multiple media",Yes,268,10,produce designs across multiple media channels | communicate across multiple channels | provide support across multiple locations | collate and review data from multiple sources | combine data from multiple sources | extract data from multiple sources | provide information across multiple channels
a880,provide support across multiple locations,covering support responsibilities for more than one site or office,Yes,268,10,produce designs across multiple media channels | communicate across multiple channels | provide support across multiple locations | collate and review data from multiple sources | combine data from multiple sources | extract data from multiple sources | provide information across multiple channels
a881,implement and maintain administration systems,set up and keep running the office administration and work allocation systems,No,695,8,support setup of administration systems | support systems administration and integration | implement standardised administration systems | maintain work allocation and administration systems | implement work allocation and administration systems | maintain governance and administration systems | manage work allocation and administration systems
a883,deliver sustainable and social procurement initiatives,delivering sustainable and socially responsible procurement initiatives,Yes,554,7,develop and deliver engagement initiatives | deliver sustainable and social procurement initiatives | deliver social and sustainable procurement initiatives | deliver initiatives within action plans | develop and deliver policy initiatives | develop and deliver improvement initiatives | deliver initiatives aligned to approved plans
a884,assess and define reporting requirements,figure out what reports and data the business needs,Yes,180,7,assess reporting requirements and needs | collaborate on reporting requirements | assess business reporting requirements | assess demand and resource requirements | assess capacity and availability requirements | manage mandatory reporting requirements | identify and scope data and reporting requirements
a885,assess resource and capacity requirements,"work out demand, capacity, and resource needs",Yes,180,7,assess reporting requirements and needs | collaborate on reporting requirements | assess business reporting requirements | assess demand and resource requirements | assess capacity and availability requirements | manage mandatory reporting requirements | identify and scope data and reporting requirements
a886,review and evaluate strategies and systems for improvement,regularly reviewing strategies and systems to see what's working and what needs improving,Yes,669,8,"review and evaluate strategies | review strategies and systems for improvement | review strategies and programs | review and evaluate implemented strategies | review and refine strategies over time | review strategies, systems and policies | monitor and review agreements and strategies"
a887,develop standards and best practices,"create standards, protocols, and practices for the team or organization to follow",Yes,143,7,develop testing standards and protocols | develop minimum control standards and templates | help develop writing standards | develop and share standards and processes | develop design practices and standards | develop standards and preventative measures | develop team practices and standards
a888,review and assess proposals,"read through proposals or project documents and weigh up their merits, risks and implications",Yes,262,7,review proposals and assess implications | review and assess project documents | review system change proposals | review project health and approach | review vendor design proposals | review and assess change proposals | review project proposals
a889,monitor and improve operational performance,track how well operations or services are performing and make improvements,No,304,8,recommend options to improve performance | monitor and improve operational performance | monitor and improve procedure effectiveness | monitor and improve system performance | tune systems to improve performance | improve service availability and performance | measure and improve service performance
a890,tune system performance,adjust and optimize systems so they run faster and more reliably,Yes,304,8,recommend options to improve performance | monitor and improve operational performance | monitor and improve procedure effectiveness | monitor and improve system performance | tune systems to improve performance | improve service availability and performance | measure and improve service performance
a891,lead the delivery and development of programs,take charge of designing and delivering major programs or initiatives,Yes,172,8,lead development of education programs | lead complex high value programs | lead delivery of major programs and events | lead delivery of programs and services | assist in delivering programs and events | lead development of improvement programs | lead delivery of change programs
a892,influence policy and funding decisions,advocating for and shaping external policy and funding decisions,Yes,614,7,advocate for policy and funding decisions | develop responses to policy decisions and announcements | develop responses to policy decisions | translate policy decisions into operations | manage risk in policy decisions | influence external policy decisions | translate policy decisions into business operations
a893,respond to policy decisions and announcements,developing responses and assessing risks when policy decisions or announcements are made,Yes,614,7,advocate for policy and funding decisions | develop responses to policy decisions and announcements | develop responses to policy decisions | translate policy decisions into operations | manage risk in policy decisions | influence external policy decisions | translate policy decisions into business operations
a894,translate policy decisions into operations,turning policy decisions into day-to-day business operations,Yes,614,7,advocate for policy and funding decisions | develop responses to policy decisions and announcements | develop responses to policy decisions | translate policy decisions into operations | manage risk in policy decisions | influence external policy decisions | translate policy decisions into business operations
a895,prepare financial analyses and forecasts,"put together financial analyses like cash flow projections, forecasts, and variance analysis",Yes,618,7,prepare options analysis and feasibility assessments | prepare written reports and analysis | prepare forecasts and variance analysis | prepare status analysis and reporting | prepare status analysis and reports | prepare cash flow analysis and projections | prepare analysis and reporting for planning
a896,prepare analytical and status reports,"write up analyses, feasibility assessments, and status reports for planning and decision-making",No,618,7,prepare options analysis and feasibility assessments | prepare written reports and analysis | prepare forecasts and variance analysis | prepare status analysis and reporting | prepare status analysis and reports | prepare cash flow analysis and projections | prepare analysis and reporting for planning
a897,respond to diverse customer needs,adapting what you offer or how you communicate to fit each customer's individual needs,Yes,380,6,respond to differing candidate needs | respond to diverse customer needs | analyse customer needs | tailor sales scripts to customer needs | analyse market trends and customer needs | advise on meeting different customer needs
a898,analyse customer needs and market trends,studying customer needs and market trends to spot patterns and opportunities,Yes,380,6,respond to differing candidate needs | respond to diverse customer needs | analyse customer needs | tailor sales scripts to customer needs | analyse market trends and customer needs | advise on meeting different customer needs
a899,deliver individual counselling sessions,provide one-on-one counselling to clients,Yes,589,8,deliver individual counselling sessions | design and deliver information sessions | coordinate information sessions | deliver workshops and information sessions | coordinate and deliver information sessions | coordinate public information sessions and displays
a900,coordinate and deliver information sessions and workshops,"organise and run group information sessions, workshops and displays",Yes,589,8,deliver individual counselling sessions | design and deliver information sessions | coordinate information sessions | deliver workshops and information sessions | coordinate and deliver information sessions | coordinate public information sessions and displays
a901,resolve incidents and support queries,troubleshooting and fixing application/system incidents and support tickets raised by users,Yes,683,6,"resolve application defects and incidents | resolve first level support queries | respond to and resolve system incidents | provide application support and resolve incidents | triage and resolve support incidents | triage, analyse and resolve support incidents"
a902,administer programs and service arrangements,"handle the day-to-day administration of programs like grants, salary packaging, tests, or third-party services",No,101,6,administer assessment tests | administer study extensions and suspensions | administer third party service arrangements | interpret spoken language into sign language | administer salary packaging arrangements | administer grants and scholarships
a903,interpret spoken language into sign language,provide sign language interpretation for spoken communication,Yes,101,6,administer assessment tests | administer study extensions and suspensions | administer third party service arrangements | interpret spoken language into sign language | administer salary packaging arrangements | administer grants and scholarships
a904,manage projects and initiatives,running or supporting projects and initiatives,Yes,309,6,manage projects and initiatives | support special projects and initiatives | manage dependencies across teams and initiatives | deliver finance projects and initiatives | manage governance projects and initiatives | manage dependencies between initiatives
a905,manage cross-team dependencies,coordinating dependencies between teams and initiatives,Yes,309,6,manage projects and initiatives | support special projects and initiatives | manage dependencies across teams and initiatives | deliver finance projects and initiatives | manage governance projects and initiatives | manage dependencies between initiatives
a906,communicate financial information to stakeholders,explaining and sharing financial information with stakeholders,Yes,448,7,collate and report financial information | review outgoing financial information | distribute and explain financial information | explain financial information to stakeholders | provide financial information to external stakeholders | collate financial adjustment information
a907,compile and report financial information,gathering and preparing financial information for reporting,Yes,448,7,collate and report financial information | review outgoing financial information | distribute and explain financial information | explain financial information to stakeholders | provide financial information to external stakeholders | collate financial adjustment information
a908,share information with stakeholders,"keeping people informed by sharing relevant information, like threat intel, business updates, or info for parents",No,122,6,share timely threat information | develop information and knowledge materials | share information with parents | share business information with teams | develop systems to share policy information | develop processes to capture and share information
a909,develop processes and materials for capturing and sharing information,"building the systems, processes, and knowledge materials that let information get captured and shared",Yes,122,6,share timely threat information | develop information and knowledge materials | share information with parents | share business information with teams | develop systems to share policy information | develop processes to capture and share information
a910,"manage complex, sensitive, or escalated cases","handle the toughest, most sensitive, or escalated cases",Yes,626,7,manage escalated complex cases | manage escalated complex or sensitive cases | support management of complex long running cases | manage complex and sensitive cases | manage complex escalated cases | support resolution of complex cases
a911,identify and acquire new data sources,find and bring in new sources of data,Yes,507,6,"identify and acquire new data sources | introduce new processes, tools and training | introduce and integrate new tools and practices | acquire new data sources and analytic tools | promote new practices, tools and systems | monitor trends and new tools"
a912,introduce and integrate new tools and practices,"bring in new tools, processes, and ways of working and get the team using them",No,507,6,"identify and acquire new data sources | introduce new processes, tools and training | introduce and integrate new tools and practices | acquire new data sources and analytic tools | promote new practices, tools and systems | monitor trends and new tools"
a913,assess risk and viability of proposed initiatives,"evaluate the risk and value of proposed projects, investments, or transactions",Yes,443,6,assess opportunities within risk framework | assess risk and value of initiatives | assess risk on payroll and recruitment requests | assess risk and viability of investment projects | assess risk in market engagement | assess financial risk of plans and transactions
a914,report progress and risks to senior management,"keeping senior management informed about progress, risks, and outcomes",No,465,7,communicate updates to senior management | report risks and outcomes to senior management | update senior management on work progress | communicate with senior management | report risks to senior management | report progress to senior management
a915,develop and maintain project schedules,building and keeping project schedules up to date,Yes,311,7,monitor project schedules and delivery | maintain and monitor project schedules | develop and maintain project schedules | develop program and project schedules | coordinate schedules against project timelines | coordinate production schedules and workflows
a916,coordinate production schedules and workflows,coordinating production schedules and work flows,Yes,311,7,monitor project schedules and delivery | maintain and monitor project schedules | develop and maintain project schedules | develop program and project schedules | coordinate schedules against project timelines | coordinate production schedules and workflows
a917,"comply with governance, quality and legal requirements","making sure work follows governance, quality and legal standards, including checking finished work and supporting governance committees",No,154,7,validate completed work meets requirements | specify requirements and scope of work | work to legal and governance requirements | contribute to governance committee work | work to governance and quality requirements | work to governance requirements
a918,define requirements and scope of work,specifying what needs to be done and the boundaries of the work,Yes,154,7,validate completed work meets requirements | specify requirements and scope of work | work to legal and governance requirements | contribute to governance committee work | work to governance and quality requirements | work to governance requirements
a919,apply legislation and policy frameworks to work,"interpreting and applying relevant laws, regulations and policies (including equal opportunity requirements) in day-to-day work",Yes,329,6,apply equal opportunity and anti-discrimination practices | interpret and apply legislation and policy | apply legislative and policy frameworks | apply sector and policy knowledge to guide work | apply government policy to work practices | apply instructional design practices
a920,apply instructional design practices,using instructional design principles to create learning materials and programs,Yes,329,6,apply equal opportunity and anti-discrimination practices | interpret and apply legislation and policy | apply legislative and policy frameworks | apply sector and policy knowledge to guide work | apply government policy to work practices | apply instructional design practices
a921,manage complaints and issues,"Handle complaints and resolve issues, including escalated or contentious ones",Yes,382,8,coordinate staffing and rostering issues | manage stakeholders affected by issues | manage complaints and issues | manage complaints and issues processes | develop workarounds for system issues | manage contentious issues and negative media
a922,coordinate staffing and rostering,Organize staff schedules and rosters,Yes,382,8,coordinate staffing and rostering issues | manage stakeholders affected by issues | manage complaints and issues | manage complaints and issues processes | develop workarounds for system issues | manage contentious issues and negative media
a924,"develop and maintain work methods, procedures and standards","Set up, document, and advise others on the methods and standards people should follow in their work.",Yes,236,6,guide others on methods and standards | maintain accounting methods and procedures | guide stakeholders on data extraction methods | maintain accounting procedures and methods | maintain repository of methods and standards | recommend and implement work methods and procedures
a925,maintain accounting methods and procedures,Keep the accounting procedures and methods up to date.,Yes,236,6,guide others on methods and standards | maintain accounting methods and procedures | guide stakeholders on data extraction methods | maintain accounting procedures and methods | maintain repository of methods and standards | recommend and implement work methods and procedures
a926,deliver work to agreed deadlines and plans,Getting assigned work done on time and according to plan.,No,426,8,deliver work to deadlines | deliver work to team priorities and plans | deliver assigned work plans | work to fixed response deadlines | deliver work to agreed plans | deliver work to agreed deadlines
a927,reconcile accounts to the general ledger,"reconcile accounts payable, receivable, charges and receipts against the general ledger",Yes,508,6,"reconcile accounts payable and receivable | reconcile accounts to general ledger | reconcile accounts to the general ledger | consolidate and reconcile forecast results | model, consolidate and reconcile forecasts | reconcile charges and receipts"
a928,consolidate and reconcile financial forecasts,combine and reconcile forecast results from different sources,Yes,508,6,"reconcile accounts payable and receivable | reconcile accounts to general ledger | reconcile accounts to the general ledger | consolidate and reconcile forecast results | model, consolidate and reconcile forecasts | reconcile charges and receipts"
a929,design and deliver workforce development programs,creating and rolling out programs that build workforce skills and capability,Yes,672,5,design and deliver workforce capability programs | implement workforce initiatives and programs | deliver workforce improvement programs | implement workforce programs and solutions | deliver workforce development programs
a930,provide feedback on work and progress,watch how work or learning is going and give feedback on it,Yes,540,5,provide feedback on learner progress | observe work and provide feedback | provide feedback to project teams | monitor progress and provide feedback | support teams to act on feedback
a931,"advise staff on standards, procedures and individual cases","giving guidance to staff on policies, requirements, and specific cases",Yes,605,6,advise staff on teaching adjustments | advise staff on quality and reporting matters | advise staff on individual cases | advise staff on requirements and standards | advise staff on standard procedures
a932,lead and guide project managers and project teams,lead and mentor project managers and their teams,Yes,652,6,lead and guide project managers | lead project and steering groups | lead and guide external project managers | lead and guide project teams | lead and support project managers
a933,lead a community of practice,run and coordinate a community of practice where professionals share knowledge,Yes,93,9,liaise with community stakeholders | lead a professional community of practice | lead a community of practice | coordinate a community of practice | liaise with government and community groups
a934,liaise with community stakeholders,maintain relationships and communicate with community groups and external stakeholders,Yes,93,9,liaise with community stakeholders | lead a professional community of practice | lead a community of practice | coordinate a community of practice | liaise with government and community groups
a935,"collect, record, and report data",gather data and share it as reports to keep staff informed,No,469,5,report on participation and completion data | collect and report data | report data errors for investigation | report data to inform staff | record and report administrative data
a936,report data errors for investigation,flag data errors so they can be investigated and fixed,Yes,469,5,report on participation and completion data | collect and report data | report data errors for investigation | report data to inform staff | record and report administrative data
a937,provide project support,giving general support to projects and project teams,No,265,10,provide project support | provide project costing support | support project evaluation and improvement | provide project and program support | support project teams with specialist input
a938,support project costing,helping with project cost estimates and costing analysis,Yes,265,10,provide project support | provide project costing support | support project evaluation and improvement | provide project and program support | support project teams with specialist input
a939,report compliance status and risks,"reporting on compliance status, risks, and violations to management or regulators",Yes,528,5,report on compliance status | report non-compliance to management | report compliance to external authorities | report compliance risks to management | report on compliance and risks
a940,identify and refer business leads,find potential business leads and pass them on to the sales team,Yes,301,5,refer business leads and demand information | identify and generate business leads | identify and refer business leads | refer business leads to sales teams | convert leads to sales
a941,convert leads to sales,turn sales leads into actual closed sales,Yes,301,5,refer business leads and demand information | identify and generate business leads | identify and refer business leads | refer business leads to sales teams | convert leads to sales
a942,coordinate design and delivery of projects,guiding and coordinating how design work gets delivered across projects,Yes,472,6,coordinate design delivery with content providers | coordinate with developers on design delivery | manage design and delivery of digital projects | guide solution design across projects | support design and delivery of projects
a943,develop organisational frameworks and policies,"creating the frameworks, policies and approaches that guide how the organisation works",Yes,522,5,align reporting with organisational frameworks | develop organisational frameworks and policies | develop organisational frameworks and approaches | align documents with organisational frameworks | apply organisational frameworks to delivery
